condition_id,model,universe,lever_varied,level_varied,is_baseline,n_total,n_valid,n_api_fail,n_violated_valid,n_intact_valid,dr_violated,dr_intact,gap,gap_ci_lo,gap_ci_hi,effect_size,effect_ci_lo,effect_ci_hi,effect_boot_std,classification,ci_excludes_zero,cohens_h,parse_failure_rate,api_failure_rate,degenerate_variance,insufficient_n,n_parsed_strict12,n_parsed_fallback34,s1_as_no_effect,s1_classification,s2_as_random_effect,s2_classification,s3_arcsine_effect,s3_arcsine_gap_cond,s3_arcsine_gap_base,s3_classification,s4_parser_strict_effect,s4_ci_lo,s4_ci_hi,s4_classification,s5_parse_fail_flagged,s6_quartile_analysis,robustness_concern,hidden_signal_candidate,effect_size_shrunken
flash_L18_L4,deepseek-v4-flash,L3,18,L4,False,50,38,0,26,12,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,Null,,0.0,0.24,0.0,True,False,0,38,0.1458,Directional,0.0729,Null,0.0,0.0,0.0,Null,,,,Unknown,True,,False,False,0.0
flash_baseline,deepseek-v4-flash,L3,,,True,50,50,0,32,18,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,Null,,0.0,0.0,0.0,True,False,0,50,0.0,Null,0.0,Null,0.0,0.0,0.0,Null,,,,Unknown,False,,False,False,
pro_L18_L4,deepseek-v4-pro,L3,18,L4,False,50,35,0,23,12,1.0,1.0,0.0,0.0,0.0,0.0799,,,0.0813,Directional(no_CI),,0.0,0.3,0.0,True,False,0,35,0.1319,Directional,0.1059,Directional,0.3243,0.0,-0.3243,Meaningful(no_CI),,,,Unknown,True,,False,False,0.0799
pro_baseline,deepseek-v4-pro,L3,,,True,50,50,0,32,18,0.0312,0.1111,-0.0799,-0.3048,0.0333,0.0,,,0.0,Null,,-0.3243,0.0,0.0,False,False,0,50,0.0,Null,0.0,Null,0.0,-0.3243,-0.3243,Null,,,,Unknown,False,,False,False,
